Country x Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
United Kingdom of Great Britain and Northern Ireland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
United Republic of Tanzania,77000,100000,130000,170000,210000,250000,300000,360000,420000,480000,550000,610000,670000,730000,790000,850000,900000,930000,930000,920000,910000,900000,880000,870000,830000,790000
United States of America,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uruguay,200,200,200,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1100,1400,1600,1900,2200,2400,2600,2600,2600,2600
Uzbekistan,100,100,100,100,100,100,200,500,500,1000,1000,1500,2200,3300,4700,6500,8700,11000,14000,16000,19000,21000,23000,25000,26000,27000
Venezuela (Bolivarian Republic of),100,100,100,100,100,500,500,1000,1500,2400,3700,5100,6100,7000,7800,8700,9600,11000,11000,12000,12000,12000,13000,14000,15000,16000
Viet Nam,100,100,100,100,100,200,500,500,1000,1600,2700,4400,6900,10000,14000,19000,25000,30000,34000,37000,40000,42000,45000,49000,52000,54000
Yemen,100,200,500,500,500,1000,1000,1000,1200,1400,1600,1800,2100,2300,2500,2700,2900,3100,3200,3300,3400,3400,3500,3500,3600,3700
Zambia,67000,90000,120000,150000,180000,220000,260000,300000,340000,380000,420000,460000,500000,530000,560000,580000,590000,590000,570000,550000,520000,490000,470000,440000,410000,380000
Zimbabwe,69000,96000,130000,170000,220000,280000,340000,400000,460000,530000,590000,640000,680000,720000,750000,760000,770000,760000,730000,700000,670000,620000,580000,540000,500000,450000
